price,location,geo_lat,geo_lng,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,house_type,heating,breakdown,parking,accomodation_type,author,url,room_count
9800000,"Московская область, Люберцы, мкр. Люберцы 2015 2018, Зенино ЖК Самолет микрорайон, ул. Барыкина, 3",55.708202,37.954315,Некрасовка,17,18,57.0,30.0,13.2,2019,Евроремонт,2.76,На улицу и двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://lyubertsy.cian.ru/sale/flat/305286383/,2
10200000,"Москва, ВАО, р-н Перово, ул. Металлургов, 2",55.756356,37.777931,Перово,4,9,37.0,22.6,7.5,1966,Косметический,2.5,Во двор,Блочный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/299115293/,2
10500000,"Москва, СВАО, р-н Ярославский, Холмогорская ул., 2К1",55.880844,37.718624,Медведково,3,9,44.4,unknown,6.1,1979,Без ремонта,2.64,unknown,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303328898/,2
7350000,"Московская область, Мытищи, мкр. 18, Новомытищинский просп., 10к1",55.916451,37.745286,Медведково,1,5,39.7,27.0,6.0,1970,Косметический,2.7,На улицу,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://mytishchi.cian.ru/sale/flat/306412453/,2
31127000,"Москва, СВАО, р-н Ростокино, Союз жилой комплекс, к6",55.8391699508448,37.642219842633,Ботанический сад,2,23,61.0,26.4,17.2,2026,Без отделки,3.02,На улицу,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Группа Родина,https://www.cian.ru/sale/flat/305467910/,2
11800000,"Московская область, Ленинский городской округ, Развилка поселок, проезд Римский, 5",55.596869,37.767393,Домодедовская,4,14,53.0,unknown,9.0,2020,Евроремонт,2.8,На улицу,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://vidnoye.cian.ru/sale/flat/302233308/,2
10500000,"Москва, ВАО, р-н Перово, Новогиреевская ул., 16К3",55.760413,37.791253,Перово,5,5,44.0,29.5,6.1,1963,Косметический,2.7,Во двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304962920/,2
33035590,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к5",55.7541485585723,37.5260334013412,Шелепиха,32,41,66.47,39.2,22.3,2024,Без отделки,3.1,unknown,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Класс,https://www.cian.ru/sale/flat/304746713/,2
14980000,"Москва, НАО (Новомосковский), Внуковское поселение, бул. Андрея Тарковского, 6",55.627265,37.342427,Рассказовка,9,10,44.0,18.3,16.4,2017,Дизайнерский,3.2,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302829491/,2
451013659,"Москва, ЦАО, р-н Пресненский, Большая Никитская ул., 9",55.756153,37.60664,Александровский сад,2,5,107.7,65.5,15.5,2024,Дизайнерский,3.0,На улицу и двор,Монолитный,unknown,unknown,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304582590/,2
22599000,"Москва, ЮВАО, р-н Лефортово, Символ жилой комплекс",55.7535471430711,37.6905434933892,Римская,2,21,55.8,23.2,13.9,2027,"Без отделки, чистовая, чистовая с мебелью",3.1,Во двор,Монолитный,unknown,unknown,unknown,Новостройка,ДОНСТРОЙ,https://www.cian.ru/sale/flat/306642832/,2
111110000,"Москва, ЦАО, р-н Замоскворечье, Садовническая наб., 7",55.746547,37.628038,Новокузнецкая,5,6,94.0,unknown,unknown,2018,Дизайнерский,3.35,unknown,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/306837240/,2
12000000,"Москва, ЮАО, р-н Чертаново Южное, 3-й Дорожный проезд, 4К1",55.601895,37.609263,Улица Академика,2,12,45.6,29.2,7.0,1972,Косметический,unknown,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306844809/,2
28015956,"Москва, САО, р-н Аэропорт, Часовая ул., 28к8",55.81202757989051,37.521682566306986,Сокол,4,29,64.8,25.6,21.2,2026,Неизвестно,3.0,unknown,Монолитный,unknown,unknown,unknown,Новостройка,FORMA,https://www.cian.ru/sale/flat/306957838/,2
26100000,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс, 2-я очередь, к4.1",55.686655,37.642581,ЗИЛ,8,27,72.8,25.0,27.1,2025,Без отделки,unknown,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/305964433/,2
11000000,"Москва, НАО (Новомосковский), Московский, Град Московский микрорайон, проезд Радужный",55.594225,37.365378,Рассказовка,10,25,44.8,20.0,16.0,unknown,Евроремонт,unknown,На улицу,Панельный,unknown,unknown,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306602976/,2
18854317,"Москва, СЗАО, р-н Покровское-Стрешнево, Ситизен жилой комплекс",55.8297697152095,37.4369206701951,Тушинская,3,19,53.8,28.6,unknown,2027,Предчистовая,2.85,Во двор,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,MR Group,https://www.cian.ru/sale/flat/298871304/,2
114000000,"Москва, ЦАО, р-н Якиманка, Софийская наб., 34",55.747287,37.622783,Новокузнецкая,2,8,77.2,unknown,unknown,2019,Дизайнерский,unknown,unknown,unknown,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/302534155/,2
8450000,"Московская область, Ленинский городской округ, Мисайлово деревня, ул. Имени Л.И. Гоман, 10",55.554562,37.803461,Домодедовская,3,17,53.4,unknown,22.2,2023,unknown,2.77,unknown,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://vidnoye.cian.ru/sale/flat/306324649/,2
36673000,"Москва, ЦАО, р-н Красносельский, просп. Академика Сахарова, 7",55.771125,37.643722,Красные ворота,3,19,43.4,27.2,8.6,2024,Чистовая,3.2,unknown,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка / Апартаменты,ГК Основа,https://www.cian.ru/sale/flat/290856483/,2
176000000,"Москва, ЦАО, р-н Хамовники, 1-й Зачатьевский пер., 5",55.739017,37.60381,Парк Культуры,3,8,109.9,unknown,15.0,2005,Дизайнерский,3.2,На улицу и двор,Монолитно-кирпичный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305508566/,2
28900000,"Москва, ЦАО, р-н Пресненский, ул. Юлиуса Фучика, 2/30",55.769388,37.586715,Маяковская,2,5,48.0,unknown,8.0,1958,Дизайнерский,2.8,unknown,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302073637/,2
21004155,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32/3к4",55.7199889484314,37.6885570978689,Волгоградский проспект,9,29,55.8,unknown,unknown,2025,Предчистовая,2.87,Во двор,"Монолитно-кирпичный, монолитный",unknown,unknown,unknown,Новостройка,MR Group,https://www.cian.ru/sale/flat/305596767/,2
62000000,"Москва, ЦАО, р-н Пресненский, Краснопресненская наб., 14Ак3",55.75204,37.548465,Москва,48,67,52.0,16.9,22.3,2023,Евроремонт,3.1,На улицу,Панельный,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305500566/,2
39900000,"Москва, ЦАО, р-н Тверской, Благовещенский пер., 5",55.767914,37.598546,Маяковская,4,8,65.0,42.0,12.0,1902,Евроремонт,3.0,Во двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/296565916/,2
29960000,"Москва, СВАО, р-н Марфино, ул. Академика Королева, 21",55.8205830303055,37.6022541586287,Бутырская,2,26,61.53,25.0,18.5,2024,Без отделки,3.15,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,Sminex,https://www.cian.ru/sale/flat/306156482/,2
24100000,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс, 1-я очередь, к13",55.686655,37.642581,ЗИЛ,8,27,60.0,21.2,20.0,2025,Без отделки,unknown,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/305964471/,2
14323586,"Москва, СЗАО, р-н Хорошево-Мневники, Левел Звенигородская жилой комплекс",55.7689980396561,37.501083652778,Хорошёво,2,64,34.9,21.4,5.0,2028,"Без отделки, предчистовая, чистовая",2.7,На улицу,Монолитный,unknown,unknown,unknown,Новостройка,Level Group,https://www.cian.ru/sale/flat/306793008/,2
25107300,"Москва, ЦАО, р-н Пресненский, Шелепихинское ш.",55.7549286333382,37.5257209193258,Шелепиха,18,51,45.9,16.4,unknown,2024,Без отделки,3.1,На улицу,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,КОРТРОС,https://www.cian.ru/sale/flat/306796067/,2
79000000,"Москва, ЦАО, р-н Тверской, ул. Палиха, 4",55.783752,37.598582,Менделеевская,2,10,69.4,unknown,unknown,2019,Дизайнерский,4.35,Во двор,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/302081797/,2
18500000,"Москва, ЗАО, р-н Тропарево-Никулино, ул. 26 Бакинских Комиссаров, 8к3",55.66013,37.491413,Юго,8,9,44.8,unknown,6.5,1970,Дизайнерский,2.64,unknown,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306771748/,2
23676000,"Москва, СВАО, р-н Марьина роща, Тэйт жилой комплекс",55.8025300783107,37.62094537252544,Марьина Роща,5,49,59.19,24.2,unknown,2027,Предчистовая,3.12,unknown,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,КОРТРОС,https://www.cian.ru/sale/flat/296640150/,2
59900000,"Москва, 1-я Тверская-Ямская ул., 7",55.771494,37.592797,Маяковская,8,9,71.3,46.0,7.0,1977,Дизайнерский,3.0,На улицу и двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302543412/,2
35990000,"Москва, ЦАО, р-н Басманный, Чистопрудный бул., 12К2",55.760874,37.643498,Чистые пруды,2,8,63.0,40.0,13.0,1931,Евроремонт,3.0,На улицу и двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/300539730/,2
21804000,"Москва, АйЛав жилой комплекс",55.809582,37.624002,Алексеевская,16,26,47.4,35.6,unknown,2024,Без отделки,3.0,unknown,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/306567973/,2
50950000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/4",55.793313,37.540533,Динамо,5,41,68.0,48.0,6.0,2021,Дизайнерский,3.1,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302885559/,2
11190000,"Москва, ВАО, р-н Новогиреево, Мартеновская ул., 16/36",55.753002,37.802598,Новогиреево,4,5,42.8,28.8,5.4,1963,Евроремонт,2.65,Во двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306822688/,2
15123041,"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамское ш., 95/1к11",55.83022,37.40469,Трикотажная,2,27,39.52,21.4,unknown,2027,Предчистовая,2.85,Во двор,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,MR Group,https://www.cian.ru/sale/flat/306514766/,2
34000000,"Москва, ЦАО, р-н Басманный, наб. Академика Туполева, 15",55.760692,37.68217,Бауманская,19,23,71.7,44.7,10.5,2008,Косметический,3.0,На улицу и двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305913436/,2
17000000,"Москва, НАО (Новомосковский), Сосенки деревня, ул. Ясеневая, 1к1",55.567224,37.443173,Ольховая,6,9,60.0,25.0,25.0,2013,Евроремонт,3.1,На улицу,Монолитный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303783084/,2
6153638,"Московская область, Одинцовский городской округ, Перхушково село, Равновесие микрорайон, 5",55.653294,37.12481,Толстопальцево,2,6,36.2,21.1,unknown,2024,"Без отделки, предчистовая, черновая, чистовая",2.7,unknown,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,КОРТРОС,https://odintsovo.cian.ru/sale/flat/293544818/,2
51000000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/4",55.793313,37.540533,ЦСКА,5,41,68.0,45.0,10.0,2021,Дизайнерский,3.1,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303331501/,2
14500000,"Москва, ЮАО, р-н Царицыно, ул. Бехтерева, 11К1",55.633917,37.649759,Кантемировская,8,9,40.0,unknown,8.0,1965,Дизайнерский,2.64,Во двор,Блочный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306499102/,2
173610717,"Москва, ЦАО, р-н Пресненский, ул. Костикова, 4к4",55.7611692715608,37.5552059239422,Улица 1905 года,9,15,126.3,unknown,unknown,2023,"Чистовая, чистовая с мебелью",3.0,unknown,Монолитный,unknown,unknown,unknown,Новостройка,VESPER,https://www.cian.ru/sale/flat/306541587/,2
45500000,"Москва, САО, р-н Беговой, Ленинградский просп., 29к3",55.784217,37.561688,Петровский Парк,4,18,68.5,unknown,15.0,2018,Дизайнерский,unknown,unknown,unknown,Центральное,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/306652678/,2
5550000,"Московская область, Солнечногорск городской округ, Голубое деревня, проезд Сургутский, 1к2",55.974191,37.101364,Зеленоград,9,25,49.5,21.8,12.0,2019,Евроремонт,2.7,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://solnechnogorsk.cian.ru/sale/flat/306243465/,2
143796000,"Москва, ЦАО, р-н Тверской, 1-я Тверская-Ямская ул., 2",55.7710883704405,37.5948676266339,Маяковская,5,9,104.2,unknown,28.0,2023,"Без отделки, чистовая с мебелью",unknown,На улицу,Монолитный,unknown,unknown,unknown,Новостройка / Апартаменты,VESPER,https://www.cian.ru/sale/flat/286258299/,2
22900000,"Москва, ЗАО, р-н Раменки, просп. Генерала Дорохова, вл1к3",55.7099667786522,37.493476306313,Минская,19,52,51.2,30.0,10.0,2024,Без отделки,unknown,На улицу,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/285334506/,2
13300000,"Москва, ЮАО, р-н Царицыно, Каспийская ул., 10",55.630024,37.680966,Царицыно,11,12,40.0,unknown,7.0,1971,Дизайнерский,2.64,Во двор,Блочный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305844386/,2
47536060,"Москва, САО, р-н Беговой, Ленинградский просп., вл8",55.78085421861,37.5826308664078,Белорусская,23,36,65.0,unknown,unknown,2027,Без отделки,3.08,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,MR Group,https://www.cian.ru/sale/flat/307023617/,2
50950000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/4",55.793313,37.540533,ЦСКА,5,40,65.6,45.0,10.0,2021,Дизайнерский,unknown,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306618960/,2
16500000,"Москва, САО, р-н Войковский, ул. Зои и Александра Космодемьянских, 11",55.82177,37.512793,Войковская,4,9,45.0,unknown,7.0,1976,Дизайнерский,2.64,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306804085/,2
131612800,"Москва, ЦАО, р-н Замоскворечье, Космодамианская наб., 4/22С8",55.7454796264396,37.6389599252698,Новокузнецкая,2,6,74.78,unknown,unknown,2024,Без отделки,3.23,unknown,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка / Апартаменты,Галс-Девелопмент,https://www.cian.ru/sale/flat/306862266/,2
35000000,"Москва, ЗАО, р-н Раменки, 1-й Сетуньский проезд, вл6",55.73222,37.540209,Кутузовская,12,41,54.0,30.0,10.0,2024,Чистовая,unknown,На улицу,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/301954491/,2
36500000,"Москва, ЗАО, р-н Можайский, ул. Багрицкого, 18",55.718907,37.43499,Кунцевская,4,16,71.0,unknown,25.0,2020,Дизайнерский,unknown,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306154714/,2
38000000,"Москва, СВАО, р-н Марьина роща, проезд 12-й Марьиной рощи, 8С3",55.805012,37.619863,Марьина Роща,4,4,80.0,74.0,unknown,2020,Дизайнерский,unknown,На улицу и двор,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/302644494/,2
39000000,"Москва, ЗАО, р-н Дорогомилово, Большая Дорогомиловская ул., 5",55.745904,37.55991,Киевская,6,7,60.0,44.0,8.0,1939,Дизайнерский,unknown,Во двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302783912/,2
33031752,"Москва, ЮАО, р-н Даниловский, Подольское ш., 3",55.713248,37.62448,Тульская,9,13,63.7,51.5,7.2,2024,Предчистовая,3.0,unknown,Монолитный,unknown,unknown,unknown,Новостройка / Апартаменты,Sense Development,https://www.cian.ru/sale/flat/300501958/,2
40000000,"Москва, ЦАО, р-н Хамовники, ул. Хамовнический Вал, 4",55.716752,37.57678,Спортивная,2,8,57.0,37.0,12.0,1957,Дизайнерский,unknown,Во двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303464784/,2
42500000,"Москва, СЗАО, р-н Хорошево-Мневники, Причальный проезд, 10А",55.760646,37.516036,Шелепиха,6,33,65.2,37.0,10.0,unknown,Дизайнерский,unknown,На улицу и двор,Монолитный,unknown,unknown,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306601191/,2
42500000,"Москва, СЗАО, р-н Хорошево-Мневники, Причальный проезд, 10к1",55.759785,37.516727,Шелепиха,18,33,65.2,37.0,10.0,2023,Дизайнерский,2.9,На улицу,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303774064/,2
43000000,"Москва, ЗАО, р-н Раменки, ул. Василия Ланового, 1к2",55.696164,37.476788,Аминьевская,19,41,75.0,50.0,unknown,2022,Дизайнерский,unknown,На улицу,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/301498692/,2
44000000,"Москва, ЗАО, р-н Раменки, Воробьевское ш., 4",55.727693,37.535359,Поклонная,9,13,46.4,35.2,5.0,2017,Дизайнерский,unknown,Во двор,Монолитный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/305978749/,2
45500000,"Москва, ЮАО, р-н Даниловский, Дубининская ул., 59А",55.718721,37.637245,Павелецкая,15,46,66.1,38.0,15.0,2023,Дизайнерский,3.0,На улицу и двор,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/301561992/,2
49000000,"Москва, ЦАО, р-н Пресненский, Ходынская ул., 2",55.770806,37.564212,Улица 1905 года,27,44,68.5,36.0,10.0,2018,Дизайнерский,unknown,На улицу,Монолитный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305275244/,2
50000000,"Москва, ЦАО, р-н Тверской, 2-я Брестская ул., 6",55.770811,37.591189,Маяковская,7,12,67.0,35.0,20.0,unknown,Дизайнерский,3.2,На улицу,unknown,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/306572054/,2
57000000,"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к4",55.755186,37.543434,Деловой центр,9,21,66.0,35.0,15.0,2019,unknown,unknown,На улицу и двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305743870/,2
57475000,"Москва, ЦАО, р-н Пресненский, Большой Предтеченский пер., 22",55.760282,37.566521,Улица 1905 года,2,6,60.5,unknown,10.0,1897,Дизайнерский,3.0,На улицу,Кирпичный,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303677788/,2
62750000,"Москва, ЦАО, р-н Тверской, ул. Александра Невского, 27",55.776669,37.588817,Белорусская,8,18,84.0,55.0,18.0,2006,Дизайнерский,3.0,На улицу и двор,Кирпичный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303589233/,2
72000000,"Москва, ЗАО, р-н Дорогомилово, ул. Братьев Фонченко, вл3",55.732306,37.51653,Парк Победы,4,11,67.4,unknown,unknown,2024,Чистовая,unknown,unknown,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/305910950/,2
72000000,"Москва, ЗАО, р-н Дорогомилово, Виктори Парк Резиденсез жилой комплекс, 3к3",55.732306,37.51653,Парк Победы,4,10,67.31,41.7,10.0,2024,Чистовая,3.2,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/305323887/,2
85000000,"Москва, ЦАО, р-н Хамовники, Зубовская ул., 7",55.736934,37.583365,Парк Культуры,4,6,75.1,unknown,15.0,2023,Дизайнерский,3.0,unknown,Кирпичный,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/303570935/,2
86229600,"Москва, ЦАО, р-н Хамовники, Комсомольский просп., 42С2",55.721731,37.572899,Спортивная,4,7,65.0,unknown,10.0,2013,Дизайнерский,2.9,На улицу и двор,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/305062277/,2
94500000,"Москва, ЦАО, р-н Пресненский, Средний Тишинский пер., 5",55.769965,37.577256,Белорусская,16,20,90.0,unknown,18.0,2021,Без ремонта,3.23,unknown,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304171712/,2
119000000,"Москва, ЦАО, р-н Якиманка, ул. Большая Якиманка, 22К3",55.738252,37.61344,Полянка,6,16,100.7,75.7,20.0,2006,unknown,unknown,Во двор,Кирпичный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302593324/,2
3400000,"Московская область, Раменский городской округ, Раменской агрохимстанции (РАОС) поселок, 11",55.520044,38.090805,unknown,1,4,44.8,unknown,unknown,1966,Косметический,2.64,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://ramenskoye.cian.ru/sale/flat/303252535/,2
4700000,"Московская область, Дмитровский городской округ, Икша рп, ул. Школьная, 11",56.174234,37.500971,unknown,1,5,45.0,unknown,6.0,1968,Косметический,unknown,Во двор,Панельный,Нет информации,Нет,unknown,Вторичка,unknown,https://dmitrov.cian.ru/sale/flat/301420537/,2
6200000,"Московская область, Наро-Фоминск, ул. Маршала Жукова, 169",55.378713,36.701767,unknown,3,5,43.8,29.0,6.0,1968,Косметический,unknown,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://naro-fominsk.cian.ru/sale/flat/306994936/,2
29288296,"Москва, САО, р-н Савеловский, 2-я Хуторская ул., 34",55.8061573028355,37.5718057748288,Дмитровская,40,43,58.79,24.3,unknown,2025,"Предчистовая, чистовая",3.0,unknown,Монолитный,unknown,unknown,unknown,Новостройка,MR Group,https://www.cian.ru/sale/flat/300287943/,2
245300000,"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 8с1",55.747115,37.539078,Деловой центр,68,73,223.0,2.0,80.0,2010,Дизайнерский,unknown,unknown,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/306072341/,2
58391866,"Москва, ЗАО, р-н Дорогомилово, Кутузовский проезд, 16А/1",55.74576565404973,37.52125620414366,Фили,18,46,64.5,41.5,5.7,2026,"Без отделки, предчистовая, черновая, чистовая",3.115,На улицу,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Аеон Девелопмент,https://www.cian.ru/sale/flat/301173776/,2
9500000,"Московская область, Одинцовский городской округ, Новоивановское рп, бул. Эйнштейна, 3",55.701333,37.361705,Сколково,14,24,52.0,unknown,11.0,2021,Без ремонта,2.8,На улицу и двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://odintsovo.cian.ru/sale/flat/305054588/,2
39253929,"Москва, ЮАО, р-н Нагатинский затон, просп. Андропова, 9/1",55.6914591867037,37.66755095833505,Технопарк,19,23,73.6,33.6,unknown,2023,Без отделки,3.15,unknown,Монолитный,unknown,unknown,unknown,Новостройка,Regions Development,https://www.cian.ru/sale/flat/304060942/,2
55656716,"Москва, ЦАО, р-н Пресненский, Московский международный деловой центр Москва-Сити территория, Дом Дау многофункциональный жилой комплекс",55.752453488652414,37.54337320151535,unknown,12,85,73.69,unknown,unknown,2027,Черновая,unknown,unknown,Монолитный,unknown,unknown,unknown,Новостройка,ГК Сумма Элементов,https://www.cian.ru/sale/flat/304775163/,2
10850000,"Московская область, Мытищи, ул. Красная Слобода, 13",55.962659,37.67555,Медведково,3,7,60.0,30.0,23.0,2018,Дизайнерский,2.65,На улицу и двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://mytishchi.cian.ru/sale/flat/306448825/,2
12675000,"Москва, НАО (Новомосковский), № 123 квартал",55.5900578155798,37.4832580770049,Корниловская откроется,6,17,49.5,27.4,17.1,2026,Без отделки,3.1,На улицу,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,3SGroup,https://www.cian.ru/sale/flat/304854270/,2
20400000,"Москва, ЦАО, р-н Пресненский, Шелепихинское ш., 17К3",55.758564,37.518928,Шелепиха,12,12,38.7,23.7,6.1,1971,Евроремонт,2.5,На улицу и двор,Блочный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305664550/,2
35407074,"Москва, СЗАО, р-н Хорошево-Мневники, проезд Проектируемый № 1074",55.7490842942989,37.4530314296612,Молодёжная,17,18,70.5,27.9,22.1,2025,"Без отделки, чистовая с мебелью",3.0,На улицу и двор,"Монолитно-кирпичный, монолитный",unknown,unknown,unknown,Новостройка,ДОНСТРОЙ,https://www.cian.ru/sale/flat/305653462/,2
30687028,"Москва, ВАО, р-н Преображенское, Жилой комплекс Преображенская площадь",55.7968231250989,37.7113476813389,Преображенская площадь,10,16,62.74,34.2,8.8,2027,Без отделки,3.15,Во двор,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Regions Development,https://www.cian.ru/sale/flat/305437197/,2
27000000,"Москва, САО, р-н Савеловский, ул. Верхняя Масловка, 20",55.7956502860982,37.5618896355819,Петровский Парк,5,7,61.1,unknown,unknown,2024,Без отделки,unknown,На улицу,Кирпичный,unknown,unknown,unknown,Новостройка / Апартаменты,unknown,https://www.cian.ru/sale/flat/272639624/,2
33448279,"Москва, СЗАО, р-н Хорошево-Мневники, Джойс жилой комплекс",55.7741898598792,37.5077421542052,Хорошёвская,49,56,61.45,unknown,unknown,2027,Предчистовая,3.0,unknown,Монолитный,unknown,unknown,unknown,Новостройка,MR Group,https://www.cian.ru/sale/flat/306192220/,2
27900000,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 40к2",55.767656,37.501878,Шелепиха,21,24,57.5,30.2,12.0,2023,Без ремонта,3.2,На улицу и двор,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302439231/,2
